volume,federal_financing_bank,foreign_series,government_account_series,government_account_series_inflation_securities,special_purpose_vehicle,state_and_local_government_series,total_interest-bearing_debt,total_marketable,total_non-marketable,treasury_bills,treasury_bonds,treasury_floating_rate_notes_(frn),treasury_inflation-protected_securities_(tips),treasury_notes,united_states_savings_inflation_securities,united_states_savings_securities,weighted_sentiment,price_direction,volume_category,federal_financing_bank_category,sentiment_category
2705.28818527,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.7460022974345418,Up,VeryLow,Bank1,VeryPositive
5820.77013157,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.7613399307836186,Up,Low,Bank1,VeryPositive
9135.3086452,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.7370631757709715,Up,Medium,Bank1,VeryPositive
8699.84065383,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.7673814661619139,Down,Medium,Bank1,VeryPositive
6727.94848453,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.6604224381239517,Up,Low,Bank1,VeryPositive
6980.15210285,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.392514236219998,Down,Low,Bank1,Neutral
22432.34375511,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.2425754576921463,Down,VeryHigh,Bank1,Negative
10041.88198008,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.0876376037597656,Down,Medium,Bank1,VeryNegative
9699.03564495,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,-0.1996484444538752,Up,Medium,Bank1,VeryNegative
8147.76104518,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,-0.1930145099049522,Up,Low,Bank1,VeryNegative
11955.35437582,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.2625836150212721,Down,Medium,Bank1,Negative
7440.03782479,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.3842010465161553,Down,Low,Bank1,Neutral
14792.78754529,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.4249113431343665,Down,High,Bank1,Neutral
13824.34463474,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.6261989531517028,Down,High,Bank1,VeryPositive
3552.60959467,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.2441522156198819,Up,VeryLow,Bank1,Negative
4841.63812975,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.2625691482314357,Up,VeryLow,Bank1,Negative
6286.43529012,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.058488829433918,Up,Low,Bank1,VeryNegative
12890.45189253,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.2157160987456639,Down,High,Bank1,Negative
9311.33986567,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.1183422178030013,Down,Medium,Bank1,Negative
6881.35851313,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,-0.0463592067360878,Up,Low,Bank1,VeryNegative
5915.09477083,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.1350015757661877,Up,Low,Bank1,Negative
1478.94798996,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.3533633460258615,Up,VeryLow,Bank1,Neutral
3808.17193597,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.7060609464292171,Up,VeryLow,Bank1,VeryPositive
5491.52581938,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.4343679856686365,Down,Low,Bank1,Positive
5342.86134585,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.7500662339084287,Down,Low,Bank1,VeryPositive
6110.48087693,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.1664050015909918,Down,Low,Bank1,Negative
8481.34743643,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,-0.1326936931713767,Down,Low,Bank1,VeryNegative
6858.47522213,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,-0.0810581136494874,Up,Low,Bank1,VeryNegative
1707.44713625,2.389,0.0,3.175,1.311,2.888,3.434,3.355,3.393,3.186,4.075,3.338,3.901,0.964,3.124,4.073,3.415,0.2338436843493045,Up,VeryLow,Bank1,Negative
3777.57822519,2.389,0.0,3.175,1.311,2.888,3.434,3.355,3.393,3.186,4.075,3.338,3.901,0.964,3.124,4.073,3.415,-0.0122313129490819,Up,VeryLow,Bank1,VeryNegative
8657.30683772,2.389,0.0,3.175,1.311,2.888,3.434,3.355,3.393,3.186,4.075,3.338,3.901,0.964,3.124,4.073,3.415,0.5900952138684012,Down,Medium,Bank1,VeryPositive
17052.82209797,2.389,0.0,3.175,1.311,2.888,3.434,3.355,3.393,3.186,4.075,3.338,3.901,0.964,3.124,4.073,3.415,0.4277389101865814,Down,High,Bank1,Neutral
10844.84576039,2.389,0.0,3.175,1.311,2.888,3.434,3.355,3.393,3.186,4.075,3.338,3.901,0.964,3.124,4.073,3.415,-0.1851403711097581,Up,Medium,Bank1,VeryNegative
9488.56911128,2.389,0.0,3.175,1.311,2.888,3.434,3.355,3.393,3.186,4.075,3.338,3.901,0.964,3.124,4.073,3.415,0.0948131115436553,Down,Medium,Bank1,VeryNegative
9981.70774039,2.389,0.0,3.175,1.311,2.888,3.434,3.355,3.393,3.186,4.075,3.338,3.901,0.964,3.124,4.073,3.415,0.3921115949298396,Up,Medium,Bank1,Neutral
4356.50997327,2.389,0.0,3.175,1.311,2.888,3.434,3.355,3.393,3.186,4.075,3.338,3.901,0.964,3.124,4.073,3.415,0.1425013876623577,Down,VeryLow,Bank1,Negative
