volume,federal_financing_bank,foreign_series,government_account_series,government_account_series_inflation_securities,special_purpose_vehicle,state_and_local_government_series,total_interest-bearing_debt,total_marketable,total_non-marketable,treasury_bills,treasury_bonds,treasury_floating_rate_notes_(frn),treasury_inflation-protected_securities_(tips),treasury_notes,united_states_savings_inflation_securities,united_states_savings_securities,weighted_sentiment,price_direction,volume_category,federal_financing_bank_category,sentiment_category
6881.65708111,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.3301718522201884,Down,Low,Bank2,Neutral
1848.95251021,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.3667920702490312,Down,VeryLow,Bank2,Neutral
4130.60889099,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.2234179012477397,Up,VeryLow,Bank2,Negative
10104.32339011,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.4968678667431786,Down,Medium,Bank2,Positive
8804.38724819,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.1947925262153148,Up,Medium,Bank2,Negative
18333.91491262,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.447049742937088,Up,VeryHigh,Bank2,Positive
11250.38756124,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.6714070538195168,Up,Medium,Bank2,VeryPositive
9638.23489571,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.4769558956225713,Down,Medium,Bank2,Positive
2611.3560546,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,-0.0066636880859732,Up,VeryLow,Bank2,VeryNegative
2996.9984274,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.4352047011256218,Up,VeryLow,Bank2,Positive
4641.38117417,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.515140983233085,Up,VeryLow,Bank2,Positive
8827.06917845,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.5896155984401702,Down,Medium,Bank2,VeryPositive
6474.20131287,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.6546204721927642,Down,Low,Bank2,VeryPositive
9305.58410478,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.8118499587689126,Down,Medium,Bank2,VeryPositive
7866.16241154,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.2847688429696218,Down,Low,Bank2,Negative
2403.60824408,2.434,0.0,2.983,1.241,3.257,3.501,3.289,3.354,2.999,4.335,3.267,4.398,0.853,2.99,3.081,3.306,0.0566159385901231,Up,VeryLow,Bank2,VeryNegative
2369.92891564,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,-0.0346764333248138,Up,VeryLow,Bank2,VeryNegative
5818.90812007,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.0843870719273885,Up,Low,Bank2,VeryNegative
6486.4597778,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5095318974720108,Down,Low,Bank2,Positive
4505.03599201,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.6667249463755509,Down,VeryLow,Bank2,VeryPositive
10627.57339852,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5620823748906453,Down,Medium,Bank2,Positive
9677.25748525,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.7359171298997742,Up,Medium,Bank2,VeryPositive
4141.10124271,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.3374070838093757,Up,VeryLow,Bank2,Neutral
1998.61011035,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.3540720219413439,Up,VeryLow,Bank2,Neutral
6581.24781856,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.7845085543394088,Up,Low,Bank2,VeryPositive
5433.6716937,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.3838225369652112,Down,Low,Bank2,Neutral
4603.3324446,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.6721788547657154,Down,VeryLow,Bank2,VeryPositive
5734.67136139,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.7002368483543395,Down,Low,Bank2,VeryPositive
7441.52465913,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.2501684907320383,Up,Low,Bank2,Negative
2256.48702523,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5920918394018102,Down,VeryLow,Bank2,VeryPositive
1722.80945227,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.1690262186030546,Up,VeryLow,Bank2,Negative
5952.98369341,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5509223699569702,Up,Low,Bank2,Positive
7688.94642443,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.794490486553737,Down,Low,Bank2,VeryPositive
4918.14382744,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.3026142394542693,Up,VeryLow,Bank2,Negative
2279.05842007,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5565448108173552,Down,VeryLow,Bank2,Positive
5047.63626176,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5710351919426637,Down,Low,Bank2,Positive
3287.51327489,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.4611979091167449,Down,VeryLow,Bank2,Positive
7872.25874446,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5317661954597993,Down,Low,Bank2,Positive
8910.86676597,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.2647348807408259,Up,Medium,Bank2,Negative
5773.20907668,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5857880497420275,Up,Low,Bank2,Positive
7072.65636297,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.7097104380811963,Up,Low,Bank2,VeryPositive
4900.22231656,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.7853955825169882,Down,VeryLow,Bank2,VeryPositive
6310.43715745,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.6527376826320375,Up,Low,Bank2,VeryPositive
1227.76803255,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.661338121275748,Up,VeryLow,Bank2,VeryPositive
2154.86170312,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.5797717433709365,Up,VeryLow,Bank2,Positive
4839.04838063,2.434,0.0,2.977,1.241,3.305,3.519,3.294,3.362,2.993,4.316,3.278,4.427,0.865,3.008,3.225,3.324,0.4250613752752542,Down,VeryLow,Bank2,Neutral
5152.72760186,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.8441343532829748,Down,Low,Bank1,VeryPositive
7995.79258367,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.3063508169651031,Up,Low,Bank1,Negative
6434.57921608,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.4411273910601933,Up,Low,Bank1,Positive
3129.21859997,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.4678810576597849,Down,VeryLow,Bank1,Positive
1513.15428554,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.817328620840002,Up,VeryLow,Bank1,VeryPositive
1651.18120197,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.4259674030321615,Up,VeryLow,Bank1,Neutral
4455.08353019,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.1632165136436621,Down,VeryLow,Bank1,Negative
3785.3907416,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.3043859467424195,Up,VeryLow,Bank1,Negative
7683.83239574,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.4312377964296648,Up,Low,Bank1,Neutral
12920.20742934,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.5481557419896126,Up,High,Bank1,Positive
10116.886206,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.7332205823489597,Up,Medium,Bank1,VeryPositive
2397.72381256,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.6367597770690918,Down,VeryLow,Bank1,VeryPositive
3461.0430314,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.5871346954256296,Up,VeryLow,Bank1,VeryPositive
13536.79954839,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.909353759586811,Up,High,Bank1,VeryPositive
23726.31356081,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.8013360500335693,Down,VeryHigh,Bank1,VeryPositive
9250.98642597,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.645081707115831,Up,Medium,Bank1,VeryPositive
8360.35130892,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.6334286150179411,Up,Low,Bank1,VeryPositive
8735.40386401,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.7423935186531809,Down,Medium,Bank1,VeryPositive
1700.0997198,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.4991288256260656,Down,VeryLow,Bank1,Positive
2504.59032125,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.5572776593267917,Down,VeryLow,Bank1,Positive
5450.55450292,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.2788775695694817,Up,Low,Bank1,Negative
7564.58852928,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.9160567141241498,Up,Low,Bank1,VeryPositive
5526.13819924,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.7490851152327752,Down,Low,Bank1,VeryPositive
7137.01277011,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.5193948919358461,Down,Low,Bank1,Positive
24633.33644271,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.4865492383018135,Down,VeryHigh,Bank1,Positive
6974.42930567,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.3028130225340524,Up,Low,Bank1,Negative
4999.42180703,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.6042117040890913,Up,Low,Bank1,VeryPositive
7647.38438521,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.4195133437128627,Down,Low,Bank1,Neutral
6070.86335715,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.3804195772957157,Down,Low,Bank1,Neutral
4647.7410138,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.5536811331907907,Down,VeryLow,Bank1,Positive
4647.6521388,2.389,0.0,2.967,1.241,3.257,3.484,3.304,3.375,2.983,4.306,3.297,4.366,0.875,3.048,3.372,3.346,0.4760314393043518,Down,VeryLow,Bank1,Positive
9196.58441635,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4723949606219927,Down,Medium,Bank1,Positive
2946.5811158,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.5798453215396765,Down,VeryLow,Bank1,Positive
2212.37278435,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.3010590547865087,Up,VeryLow,Bank1,Negative
4655.53866243,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4733825489878654,Up,VeryLow,Bank1,Positive
4943.38930608,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.6990053159660763,Down,VeryLow,Bank1,VeryPositive
4481.39474697,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4987183255808693,Up,VeryLow,Bank1,Positive
5804.23960803,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.5922735298502034,Up,Low,Bank1,VeryPositive
4870.3042426,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.5996062797048818,Down,VeryLow,Bank1,VeryPositive
2586.17129292,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.5122597534989202,Down,VeryLow,Bank1,Positive
2850.61404026,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.6500423371791839,Up,VeryLow,Bank1,VeryPositive
7220.80819945,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4802338849095737,Down,Low,Bank1,Positive
4615.45835079,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.6580352245375167,Up,VeryLow,Bank1,VeryPositive
8512.8860955,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.5697956306934355,Up,Low,Bank1,Positive
10154.04939662,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.712910594145457,Down,Medium,Bank1,VeryPositive
4990.799358,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.7920777426611992,Down,Low,Bank1,VeryPositive
1781.69438526,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.3054511847167179,Up,VeryLow,Bank1,Negative
2021.61751952,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4037574504102979,Up,VeryLow,Bank1,Neutral
6762.85366719,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.7008924813374229,Down,Low,Bank1,VeryPositive
7918.58452813,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.5870304720103741,Down,Low,Bank1,VeryPositive
5764.27605073,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.6479733689835196,Up,Low,Bank1,VeryPositive
6033.74435365,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4964021091277782,Down,Low,Bank1,Positive
8547.72089091,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.3254083623757233,Up,Medium,Bank1,Neutral
2245.41925268,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.5661193575710058,Down,VeryLow,Bank1,Positive
4602.76322486,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4878809090455372,Down,VeryLow,Bank1,Positive
8509.20658676,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4012126733859379,Down,Low,Bank1,Neutral
7735.56524843,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.606184027592341,Up,Low,Bank1,VeryPositive
5151.42127925,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.5471274151251866,Down,Low,Bank1,Positive
4637.29182209,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.4364510220866049,Up,VeryLow,Bank1,Positive
7806.0938333,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.8778762197920253,Down,Low,Bank1,VeryPositive
2828.67461609,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.3716746151447295,Up,VeryLow,Bank1,Neutral
2702.50957636,2.389,0.0,3.138,1.241,3.286,3.536,3.352,3.399,3.151,4.314,3.309,4.407,0.894,3.073,3.579,3.365,0.6336025630726533,Down,VeryLow,Bank1,VeryPositive
5396.96365977,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.5119539561179968,Up,Low,Bank1,Positive
7398.40595759,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.3684304011590553,Up,Low,Bank1,Neutral
5205.45031255,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.1622559478282928,Up,Low,Bank1,Negative
5253.71408228,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.6105853305143468,Down,Low,Bank1,VeryPositive
7218.59124481,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.6218364651556368,Down,Low,Bank1,VeryPositive
1621.65017738,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.4188972815445491,Down,VeryLow,Bank1,Neutral
1646.11764246,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.5922552840577232,Up,VeryLow,Bank1,VeryPositive
5158.43294831,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.4003584935551598,Up,Low,Bank1,Neutral
5158.45733241,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.5613515493346423,Down,Low,Bank1,Positive
7249.99346721,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.7103835017784782,Up,Low,Bank1,VeryPositive
5575.3607407,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.5917696559429169,Up,Low,Bank1,VeryPositive
6493.57632751,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.295417626036538,Up,Low,Bank1,Negative
2173.49651785,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.6423871604601542,Down,VeryLow,Bank1,VeryPositive
1967.88683794,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.6302127913786814,Down,VeryLow,Bank1,VeryPositive
6142.67859527,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.4334754157524842,Up,Low,Bank1,Neutral
6012.58313417,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.762453994044551,Up,Low,Bank1,VeryPositive
7151.30033814,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.0623287058928433,Down,Low,Bank1,VeryNegative
7140.41942024,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.3336496695876121,Up,Low,Bank1,Neutral
5874.11552075,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.4912932869266061,Down,Low,Bank1,Positive
2830.8502542,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.4018636700179841,Up,VeryLow,Bank1,Neutral
2071.01892785,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.3590449285507202,Down,VeryLow,Bank1,Neutral
8494.39097785,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.3534763514995575,Down,Low,Bank1,Neutral
4512.04618772,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.0556140119538587,Down,VeryLow,Bank1,VeryNegative
4932.88303511,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.6813719678808141,Up,VeryLow,Bank1,VeryPositive
9197.26639402,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.3727136981102728,Down,Medium,Bank1,Neutral
6826.16968974,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.2377339902131453,Up,Low,Bank1,Negative
1950.48703402,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.1394067624211311,Down,VeryLow,Bank1,Negative
2397.09714427,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.3641466644903023,Up,VeryLow,Bank1,Neutral
5553.41779958,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.4555096965283154,Up,Low,Bank1,Positive
5044.09158186,2.389,0.0,3.173,1.241,3.179,3.533,3.372,3.415,3.185,4.283,3.311,4.303,0.901,3.087,3.704,3.381,0.8344811610049672,Down,Low,Bank1,VeryPositive
9687.1228881,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.6777124136686324,Up,Medium,Bank1,VeryPositive
8816.90252269,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.2668887361403435,Up,Medium,Bank1,Negative
11835.08733617,2.389,0.0,3.162,1.241,2.995,3.461,3.363,3.406,3.173,4.187,3.327,4.034,0.909,3.112,3.822,3.397,0.5717149603825349,Up,Medium,Bank1,Positive
